language,fname,mname,lname,DOB,street,postal_code,city,state,country_code,drivers_license,ss,occupation,phone_home,phone_biz,phone_contact,phone_cell,status,contact_relationship,date,sex,email,email_direct,ethnoracial,race,ethnicity,religion,family_size,monthly_income,homeless,pid,county,sexual_orientation,gender_identity,street_line_2,preferred_name,nationality_country
Español,Yaritza,Rosa,VIESCA,1981-07-18,PARÍS1650,22054,Tijuana,Baja California,MEX,BC551932694,12191297162,Operador de máquinas de movimiento de tierras,+52(664)3111433,+52(664)9547920,+52(664)5126358,+52(664)6567860,Viud@,,2021-03-24,Rather not say,julia07@yahoo.com,julia07@yahoo.com,Indígena,Indígena,Indígena,Sin religión,Cinco,29637,Falso,147,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Rosa,México
Español,Martina,Fatima,DIAS,1955-06-15,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC290271373,71553389017,Director de servicios de cuidado de las personas de edad,+52(664)2449600,+52(664)9026814,+52(664)6702033,+52(664)2976637,Casad@,,2016-09-14,Female,claudia66@yahoo.com,claudia66@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Cinco,29637,Falso,148,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Fatima,México
Español,Liam,Emmanuel,CUATECONTZI,2002-10-09,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC172211909,42852287095,Revocador,+52(664)9113454,+52(664)2999749,+52(664)4940324,+52(664)2613414,Viud@,,2017-12-12,Rather not say,celiaybarra@hotmail.com,celiaybarra@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Cuatro,29637,Verdadero,149,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Emmanuel,México
Español,Sofia,Ana,MARRERO,1946-01-19,PARÍS1650,22054,Tijuana,Baja California,MEX,BC627975927,23736267057,Sericultor,+52(664)8023939,+52(664)9745660,+52(664)7045077,+52(664)4763202,Divorciad@,,2022-10-12,Female,tomasriojas@hotmail.com,tomasriojas@hotmail.com,Indígena,Indígena,Indígena,Sin religión,Cinco,29637,Falso,150,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Sofia,México
Español,Victoria,Maria De Jesus,BEULO,1971-01-05,PARÍS1650,22054,Tijuana,Baja California,MEX,BC822416740,11275530837,Peón de explotaciones agrícolas,+52(664)2843275,+52(664)8173558,+52(664)2023033,+52(664)1063440,Viud@,,2001-06-30,Female,ffarias@yahoo.com,ffarias@yahoo.com,Indígena,Indígena,Indígena,Sin adscripción religiosa (creyente),Cinco,29637,Falso,151,Tijuana,"Something else, please describe","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Maria De Jesus,México
Español,Miriam,Rosalinda,HOIL,1974-10-23,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC762239303,32768956917,Profesional de relaciones públicas,+52(664)6567313,+52(664)4546589,+52(664)9910230,+52(664)8471709,UniÃ³n libre,,2019-01-05,Female,mariana54@yahoo.com,mariana54@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cinco,29637,Falso,152,Tijuana,Bisexual,Identifies as Male,CAÑÓN DEL PADRE,Rosalinda,México
Español,Sofia,Valeria,GOJON,1959-12-04,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC429235180,04708371648,Empleado de ventanillas de informaciones,+52(664)6141437,+52(664)1058456,+52(664)6120465,+52(664)4223034,Viud@,,2011-11-19,Female,zacariasbonilla@gmail.com,zacariasbonilla@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,153,Tijuana,Bisexual,"Additional gender category or other, please specify",CAÑÓN DEL PADRE,Sofia,México
Español,Santiago,Alejandro,YBARRA,1982-05-19,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC035750371,23906481926,Administrador de bases de datos,+52(664)8650950,+52(664)3557587,+52(664)2319256,+52(664)4013080,Casad@,,2005-01-12,Male,robledokarla@hotmail.com,robledokarla@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Tres,29637,Falso,154,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Alejandro,México
Español,Santiago,Juan,LUISA,1996-11-05,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC513738701,97885287603,Cantante,+52(664)1761580,+52(664)9601464,+52(664)2666063,+52(664)9890461,Separad@ legalmente,,2016-09-30,Rather not say,wvalladares@hotmail.com,wvalladares@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Cuatro,29637,Verdadero,155,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Juan,México
Español,Julian,Jesus,MORGADO,2002-12-31,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC623405923,18951222142,Director de industrias manufactureras,+52(664)5997981,+52(664)6418469,+52(664)9744117,+52(664)8409885,UniÃ³n libre,,2021-11-28,Rather not say,elenasantillan@hotmail.com,elenasantillan@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cuatro,29637,Falso,156,Tijuana,Bisexual,"Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Jesus,México
Español,Mariel,Aranza,VELOZ,1952-06-17,PARÍS1650,22054,Tijuana,Baja California,MEX,BC650560416,33697870419,Profesor de universidades y de la enseñanza superior,+52(664)8001869,+52(664)8546850,+52(664)4979424,+52(664)2026539,Divorciad@,,2009-12-05,Rather not say,svalladares@gmail.com,svalladares@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cinco,29637,Falso,157,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Mariel,México
Español,Karla,Guadalupe,LOZOLLA,1963-12-03,PARÍS1650,22054,Tijuana,Baja California,MEX,BC219715739,42533855658,Gerente de hoteles o restaurantes,+52(664)4003037,+52(664)7267743,+52(664)8512935,+52(664)7124496,Solter@,,2021-07-09,Rather not say,ricardo77@gmail.com,ricardo77@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cuatro,29637,Falso,158,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Karla,México
Español,Jose,Jose,CALCANEO,1960-06-16,PARÍS1650,22054,Tijuana,Baja California,MEX,BC266813819,61138802741,Profesional de nivel medio en actividades culturales y artísticas,+52(664)4814896,+52(664)8565049,+52(664)4136371,+52(664)2712455,Casad@,,2009-11-28,Male,mitzymelendez@gmail.com,mitzymelendez@gmail.com,Indígena,Indígena,Indígena,Católica,Cinco,29637,Verdadero,159,Tijuana,Bisexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Jose,México
Español,Alejandro,Ulises,ARZAGA,1979-10-29,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC028258697,41456508021,Profesional de nivel medio de medicina alternativa,+52(664)6304098,+52(664)7573632,+52(664)2822729,+52(664)4919172,Viud@,,2006-02-16,Rather not say,trinidad28@yahoo.com,trinidad28@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Cuatro,29637,Verdadero,160,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN DEL PADRE,Ulises,México
Español,Gael,Alejandro,TOBON,1954-11-03,PARÍS1650,22054,Tijuana,Baja California,MEX,BC312725040,01766196115,Físico,+52(664)2132755,+52(664)7705964,+52(664)5487144,+52(664)9138192,Solter@,,2018-03-11,Male,qcenteno@gmail.com,qcenteno@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cinco,29637,Falso,161,Tijuana,"Lesbian, gay or homosexual",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Gael,México
Español,Guadalupe,Eithan,SEL,1968-03-21,PARÍS1650,22054,Tijuana,Baja California,MEX,BC229488481,07919138060,Abogado,+52(664)3237703,+52(664)4564626,+52(664)2591744,+52(664)7935874,Casad@,,2008-08-16,Rather not say,corderoolivia@hotmail.com,corderoolivia@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Cuatro,29637,Falso,162,Tijuana,"Lesbian, gay or homosexual",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Guadalupe,México
Español,Yareli,Leilany,FUENTES,1965-12-09,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC290938753,26455127535,Minero,+52(664)4589534,+52(664)2918000,+52(664)8838481,+52(664)7122073,Separad@ legalmente,,2019-11-14,Rather not say,micaela39@yahoo.com,micaela39@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Tres,29637,Verdadero,163,Tijuana,Straight or heterosexual,Identifies as Male,CAÑÓN DEL PADRE,Yareli,México
Español,Rafael,Gabriel,CHICHARO,1969-05-19,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC893071850,84620145767,Técnico en seguridad aeronáutica,+52(664)2515454,+52(664)7709227,+52(664)3077189,+52(664)2881820,UniÃ³n libre,,2011-10-06,Male,marcelacorrea@hotmail.com,marcelacorrea@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Cinco,29637,Verdadero,164,Tijuana,Bisexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Rafael,México
Español,Brenda,Valentina,TABASCO,2003-06-27,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC075384933,92589034575,Peluqueros,+52(664)4999993,+52(664)9085512,+52(664)4263201,+52(664)6821298,UniÃ³n libre,,2007-11-01,Rather not say,mrodarte@yahoo.com,mrodarte@yahoo.com,Indígena,Indígena,Indígena,Sin adscripción religiosa (creyente),Cinco,29637,Verdadero,165,Tijuana,Straight or heterosexual,"Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Valentina,México
Español,Evelyn,Sofia,ARAMBULA,1964-10-24,PARÍS1650,22054,Tijuana,Baja California,MEX,BC463748870,57100258227,Músico,+52(664)9329933,+52(664)4895861,+52(664)3970434,+52(664)4938816,Divorciad@,,2001-09-04,Rather not say,moyavicente@gmail.com,moyavicente@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cinco,29637,Falso,166,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Evelyn,México
Español,Isabella,Marlen,CELSO,1975-06-25,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC612609829,93099663820,Bibliotecarios,+52(664)1228181,+52(664)3310377,+52(664)6098823,+52(664)7957751,Solter@,,2017-08-25,Female,rioshilda@yahoo.com,rioshilda@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Tres,29637,Falso,167,Tijuana,Bisexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Marlen,México
Español,Sofia,Yatziri,VENZOR,1958-03-08,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC883565040,65085097197,Asistente veterinario,+52(664)1180262,+52(664)8484868,+52(664)7192905,+52(664)4904961,Casad@,,2016-12-10,Rather not say,zamudiorufino@hotmail.com,zamudiorufino@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cuatro,29637,Verdadero,168,Tijuana,Bisexual,Identifies as Female,CAÑÓN DEL PADRE,Sofia,México
Español,Liam,Cristopher,CANCINO,1983-06-10,PARÍS1650,22054,Tijuana,Baja California,MEX,BC117169859,52909730047,Personal directivo de la administración pública,+52(664)8006505,+52(664)4686057,+52(664)5047913,+52(664)5670893,Casad@,,2000-07-18,Male,floresesther@gmail.com,floresesther@gmail.com,Indígena,Indígena,Indígena,Otras religiones,Cuatro,29637,Verdadero,169,Tijuana,"Something else, please describe",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Liam,México
Español,Angel,Patricio,FRUTERO,1987-11-06,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC077016699,12505809702,Comerciante de tiendas,+52(664)1136487,+52(664)5899047,+52(664)1800981,+52(664)2160422,Solter@,,2002-09-14,Rather not say,arcelia57@gmail.com,arcelia57@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cinco,29637,Verdadero,170,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Patricio,México
Español,Sofia,Alondra,COLUNGA,2001-03-07,PARÍS1650,22054,Tijuana,Baja California,MEX,BC327870457,23804511139,Contable,+52(664)5346104,+52(664)8518598,+52(664)3253018,+52(664)7011841,Separad@ legalmente,,2015-05-08,Female,vapodaca@yahoo.com,vapodaca@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Cuatro,29637,Falso,171,Tijuana,Straight or heterosexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Sofia,México
Español,Ernesto,Roberto,PINZON,1973-07-26,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC186340364,77997387186,Tenedor de libros,+52(664)5070694,+52(664)8451773,+52(664)1659831,+52(664)2225012,Divorciad@,,2011-04-24,Male,maria-del-carmensolis@hotmail.com,maria-del-carmensolis@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cinco,29637,Falso,172,Tijuana,Straight or heterosexual,"Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Ernesto,México
Español,Dalia,Luisa,CHANTES,1993-10-03,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC633319844,77254947953,Profesional de ventas técnicas y médicas,+52(664)3450901,+52(664)3737975,+52(664)3406210,+52(664)2076990,UniÃ³n libre,,2024-10-01,Rather not say,aguilarfrancisco@hotmail.com,aguilarfrancisco@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Tres,29637,Falso,173,Tijuana,Bisexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Dalia,México
Español,Rodolfo,Jeronimo,TOLEDO,1969-09-30,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC104471663,76894693050,Vendedor de comidas al mostrador,+52(664)4060382,+52(664)3956608,+52(664)1918047,+52(664)3813026,Solter@,,2005-01-12,Male,luisaalcala@hotmail.com,luisaalcala@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Cuatro,29637,Falso,174,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN DEL PADRE,Rodolfo,México
Español,Liam,Rogelio,CATARINO,1953-06-01,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC188505034,72372876903,Carnicero,+52(664)1747249,+52(664)2832632,+52(664)9090710,+52(664)5532918,Divorciad@,,2018-05-31,Rather not say,zcarrion@yahoo.com,zcarrion@yahoo.com,Indígena,Indígena,Indígena,Sin adscripción religiosa (creyente),Cinco,29637,Falso,175,Tijuana,Bisexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Liam,México
Español,Ariana,Maite,POOT,1996-11-19,PARÍS1650,22054,Tijuana,Baja California,MEX,BC172712272,34420034760,Escribiente público,+52(664)4712339,+52(664)8296415,+52(664)9581311,+52(664)4755509,Divorciad@,,2007-08-16,Female,arteagajeronimo@yahoo.com,arteagajeronimo@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Tres,29637,Falso,176,Tijuana,Bisexual,"Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Ariana,México
Español,Jesus,Armando,FERRALES,1976-10-12,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC763613269,06078125595,Ingeniero civil,+52(664)7505183,+52(664)7984039,+52(664)7475407,+52(664)2336327,Separad@ legalmente,,2024-03-18,Rather not say,valleslourdes@gmail.com,valleslourdes@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin religión,Cuatro,29637,Falso,177,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Jesus,México
Español,Sofia,Mia,LEANOS,1961-11-16,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC364793939,37849292836,Tasador,+52(664)5144813,+52(664)4275086,+52(664)1257162,+52(664)5074093,Casad@,,2003-11-18,Rather not say,fajardoaldonza@yahoo.com,fajardoaldonza@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Católica,Tres,29637,Verdadero,178,Tijuana,Straight or heterosexual,Identifies as Female,CAÑÓN DEL PADRE,Mia,México
Español,Maria,Alison,QUIROZ,2002-11-03,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC444590642,76417337771,Peón de explotaciones ganaderas,+52(664)7659877,+52(664)2157270,+52(664)2123052,+52(664)7094720,Solter@,,2007-09-23,Female,csantacruz@hotmail.com,csantacruz@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Tres,29637,Verdadero,179,Tijuana,Straight or heterosexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Alison,México
Español,Ivan,Santiago,DE BLAS,1999-11-16,PARÍS1650,22054,Tijuana,Baja California,MEX,BC958957809,45827553376,Ingeniero metalúrgico,+52(664)6912830,+52(664)2571533,+52(664)2050299,+52(664)9653679,UniÃ³n libre,,2018-07-08,Male,armendarizomar@yahoo.com,armendarizomar@yahoo.com,Indígena,Indígena,Indígena,Católica,Cuatro,29637,Falso,180,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Santiago,México
Español,Jose,Uriel,SILVANO,1968-11-06,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC136256158,24211841234,Electricista de obras,+52(664)4466001,+52(664)7887102,+52(664)7702719,+52(664)8171089,UniÃ³n libre,,2013-11-02,Male,galarzamartin@hotmail.com,galarzamartin@hotmail.com,Indígena,Indígena,Indígena,Católica,Cuatro,29637,Verdadero,181,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Uriel,México
Español,Maritza,Guadalupe,CORREO,1946-08-24,PARÍS1650,22054,Tijuana,Baja California,MEX,BC404050994,37896093715,Empleado de servicios de apoyo a la producción,+52(664)6384810,+52(664)5415198,+52(664)2184215,+52(664)5552457,Casad@,,2017-02-26,Rather not say,cynthiasantacruz@yahoo.com,cynthiasantacruz@yahoo.com,Indígena,Indígena,Indígena,Sin religión,Tres,29637,Verdadero,182,Tijuana,Straight or heterosexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Maritza,México
Español,Camila,Claudia,BLANDO,1978-04-03,PARÍS1650,22054,Tijuana,Baja California,MEX,BC797177339,82773119316,Peón de explotaciones ganaderas,+52(664)2813715,+52(664)5387656,+52(664)7986759,+52(664)6769989,Viud@,,2000-11-28,Rather not say,jaime17@gmail.com,jaime17@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Tres,29637,Falso,183,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Camila,México
Español,Ulises,Alexander,GUARDADO,1960-09-23,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC059348015,08767057410,Agricultor,+52(664)6999982,+52(664)1530972,+52(664)1668471,+52(664)4788694,Solter@,,2017-06-24,Male,victoria00@hotmail.com,victoria00@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,184,Tijuana,"Something else, please describe","Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Alexander,México
Español,Jeremias,Axel,AZCORRA,1985-06-25,PARÍS1650,22054,Tijuana,Baja California,MEX,BC511406070,32834477781,Operario del tratamiento de la madera,+52(664)1043134,+52(664)6000104,+52(664)1230884,+52(664)1155619,Viud@,,2000-09-10,Male,leonel74@hotmail.com,leonel74@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Cuatro,29637,Verdadero,185,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Axel,México
Español,Damaris,Elizabeth,ROBERT,1985-05-13,PARÍS1650,22054,Tijuana,Baja California,MEX,BC986785388,47255192024,Analista financiero,+52(664)5127843,+52(664)2403706,+52(664)4247902,+52(664)7937581,Viud@,,2003-05-13,Rather not say,brunosaldana@hotmail.com,brunosaldana@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cuatro,29637,Falso,186,Tijuana,Bisexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Damaris,México
Español,Nicolas,Emmanuel,BA%UELOS,2001-01-13,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC871934146,80057150437,Profesor de idiomas,+52(664)7827881,+52(664)3654044,+52(664)6002559,+52(664)2871574,Casad@,,2004-06-04,Male,paola34@yahoo.com,paola34@yahoo.com,Indígena,Indígena,Indígena,Otras religiones,Tres,29637,Verdadero,187,Tijuana,Bisexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Nicolas,México
Español,Francisco,Santiago,EGUILUZ,1966-08-16,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC915471829,85930968624,"Modelo de moda, arte y publicidad",+52(664)9654412,+52(664)5715766,+52(664)6791118,+52(664)8190008,Separad@,,2023-02-16,Male,cnunez@gmail.com,cnunez@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Cuatro,29637,Falso,188,Tijuana,Straight or heterosexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Francisco,México
